# these are fakes data generated using Faker library and some random generators in order to not add real company data
Name,Sectors,Location,url,Number of Employees,Logo URL,Number of Job Offers
"Becker, Logan and Woods","Geoscientist, Geophysical data processor","Port Alyssa, Djibouti","https://lee.com/becker--logan-and-woods","5001+ employees","https://picsum.photos/200/200","37 job offers"
"Cordova and Sons","Osteopath, Development worker, community","West Alexanderfurt, Thailand","https://george.com/cordova-and-sons","11-50 employees","https://dummyimage.com/200x200","12 job offers"
"Fuller and Sons","Clinical embryologist","East Natashaberg, Israel","https://jensen-clayton.net/fuller-and-sons","51-200 employees","https://picsum.photos/200/200","7 job offers"
"Cameron, Campbell and Sanchez","Set designer, Chiropractor, Producer, radio","New Hayden, Canada","https://nelson.com/cameron--campbell-and-sanchez","1001-5000 employees","https://placekitten.com/200/200","37 job offers"
"Ross-Myers","Geoscientist","Carolynmouth, Guernsey","https://lopez.net/ross-myers","51-200 employees","https://dummyimage.com/200x200","34 job offers"
"Chan-Pope","Ecologist, Hydrologist, Archaeologist","Aguilarland, Sri Lanka","https://gibson-parker.org/chan-pope","1001-5000 employees","https://dummyimage.com/200x200","20 job offers"
"Merritt-Brooks","Purchasing manager, Field trials officer, Warehouse manager","New Christinamouth, Reunion","https://buchanan.com/merritt-brooks","501-1000 employees","https://dummyimage.com/200x200","20 job offers"
"Jones-Bailey","Barrister","Jacksonstad, Northern Mariana Islands","https://sandoval.net/jones-bailey","1-10 employees","https://placekitten.com/200/200","14 job offers"
"Alvarado-Hall","Corporate treasurer, Oncologist","Lake Omarshire, Cayman Islands","https://gray.com/alvarado-hall","1001-5000 employees","https://picsum.photos/200/200","6 job offers"
"May, Wolfe and Davis","Engineer, site, Financial controller","Port Brad, Japan","https://lambert-smith.biz/may--wolfe-and-davis","501-1000 employees","https://dummyimage.com/200x200","9 job offers"
"Harvey-Valenzuela","Paediatric nurse","South Joshua, Taiwan","https://chang-blair.com/harvey-valenzuela","51-200 employees","https://placekitten.com/200/200","22 job offers"
"Russell, Martin and Garcia","Tax inspector, Manufacturing systems engineer","East Kimberlyside, Reunion","https://cain.net/russell--martin-and-garcia","1001-5000 employees","https://picsum.photos/200/200","31 job offers"
"Thomas and Sons","Best boy, Environmental health practitioner","North Christopher, Liberia","https://kemp-brown.net/thomas-and-sons","11-50 employees","https://dummyimage.com/200x200","39 job offers"
"Larson, Hardin and George","Production assistant, radio, Firefighter","Port Kristinshire, Barbados","https://thomas.biz/larson--hardin-and-george","51-200 employees","https://dummyimage.com/200x200","34 job offers"
"Krause Group","Environmental education officer, Media buyer, Customer service manager","Christopherberg, Cook Islands","https://parker.net/krause-group","1001-5000 employees","https://placekitten.com/200/200","2 job offers"
"Cruz, Shaw and Martinez","pottery","Lake Kimberly, Cyprus","https://mcdonald-smith.info/cruz--shaw-and-martinez","11-50 employees","https://dummyimage.com/200x200","1 job offers"
"Burns, Bryant and Morgan","Naval architect, Occupational hygienist, Clinical cytogeneticist","South Matthew, Turks and Caicos Islands","https://hamilton.biz/burns--bryant-and-morgan","1-10 employees","https://dummyimage.com/200x200","25 job offers"
"Young Ltd","Multimedia programmer","Piercechester, United States Virgin Islands","https://fox.com/young-ltd","501-1000 employees","https://picsum.photos/200/200","0 job offers"
"Parks-Gomez","Pathologist","West James, Mexico","https://wells.com/parks-gomez","1001-5000 employees","https://dummyimage.com/200x200","26 job offers"
"Grant, Dougherty and Martin","Engineer, agricultural, Naval architect, Field seismologist","Justinfurt, Holy See (Vatican City State)","https://green.com/grant--dougherty-and-martin","1-10 employees","https://picsum.photos/200/200","12 job offers"
"Alvarez PLC","Theatre stage manager","Johnsonmouth, Mayotte","https://pierce.org/alvarez-plc","1-10 employees","https://dummyimage.com/200x200","14 job offers"
"Thompson Group","Diplomatic Services operational officer, Passenger transport manager, Conservator, furniture","Christopherville, Angola","https://bishop.biz/thompson-group","5001+ employees","https://placekitten.com/200/200","20 job offers"
"Patton Inc","Water engineer, Hydrogeologist","North Timothy, Australia","https://myers.org/patton-inc","11-50 employees","https://placekitten.com/200/200","3 job offers"
"Marks, Dyer and Gomez","Careers information officer","West Peter, Samoa","https://walters.com/marks--dyer-and-gomez","201-500 employees","https://placekitten.com/200/200","28 job offers"
"Kelly-Young","Interior and spatial designer, Conservation officer, historic buildings, Microbiologist","East Autumnport, Martinique","https://joyce.net/kelly-young","201-500 employees","https://picsum.photos/200/200","26 job offers"
"Kelley, Malone and Gordon","Field trials officer, Audiological scientist, Solicitor","Jamesfurt, Jordan","https://morris-wheeler.com/kelley--malone-and-gordon","501-1000 employees","https://dummyimage.com/200x200","32 job offers"
"Clark LLC","Private music teacher, Embryologist, clinical","Lisaland, Singapore","https://burns.com/clark-llc","11-50 employees","https://picsum.photos/200/200","3 job offers"
"Jones-Fox","Press sub","Brianport, Ethiopia","https://walters.com/jones-fox","51-200 employees","https://placekitten.com/200/200","7 job offers"
"Paul, Campbell and Lewis","Research scientist (life sciences), Immunologist","Gibbsfurt, Comoros","https://washington.com/paul--campbell-and-lewis","501-1000 employees","https://picsum.photos/200/200","21 job offers"
"Smith, Jones and Turner","Intelligence analyst","Michaelchester, Togo","https://dixon.com/smith--jones-and-turner","501-1000 employees","https://dummyimage.com/200x200","0 job offers"
"Rice, Arellano and Ramsey","Further education lecturer, Dentist, Private music teacher","Lake Tina, Netherlands","https://scott.com/rice--arellano-and-ramsey","501-1000 employees","https://placekitten.com/200/200","17 job offers"
"Sullivan-Williams","Corporate treasurer, Psychologist, clinical, Barrister","East Kennethshire, Egypt","https://stevens-erickson.info/sullivan-williams","11-50 employees","https://dummyimage.com/200x200","39 job offers"
"Thompson, Sparks and Gonzalez","Psychologist, prison and probation services, Production engineer","West Jennifer, Monaco","https://powell.biz/thompson--sparks-and-gonzalez","51-200 employees","https://dummyimage.com/200x200","37 job offers"
"Mckinney Ltd","Insurance claims handler, Advertising account executive","New James, Trinidad and Tobago","https://mcdonald-collier.com/mckinney-ltd","5001+ employees","https://picsum.photos/200/200","39 job offers"
"Taylor Inc","pre, Surveyor, minerals, Administrator, arts","Lake Kayla, Switzerland","https://davis.com/taylor-inc","5001+ employees","https://picsum.photos/200/200","10 job offers"
"Gallegos-Perry","Education officer, museum","Tristanberg, Cambodia","https://gardner.com/gallegos-perry","1-10 employees","https://picsum.photos/200/200","32 job offers"
"Mejia PLC","Programmer, systems, Nutritional therapist","West Daniel, Svalbard & Jan Mayen Islands","https://king-beck.org/mejia-plc","201-500 employees","https://picsum.photos/200/200","22 job offers"
"Mason, Valdez and Brown","Scientist, clinical (histocompatibility and immunogenetics), conservation officer, Immunologist","Katherinemouth, Jersey","https://henderson-banks.com/mason--valdez-and-brown","51-200 employees","https://picsum.photos/200/200","1 job offers"
"Morrison Inc","Engineer, maintenance (IT), Adult guidance worker","North Melissafurt, Kenya","https://adams-clark.com/morrison-inc","1-10 employees","https://picsum.photos/200/200","37 job offers"
"Frazier Ltd","Administrator, Civil Service, Leisure centre manager","New Julieside, Ireland","https://ruiz-castillo.com/frazier-ltd","1001-5000 employees","https://placekitten.com/200/200","4 job offers"
"Serrano, Koch and Green","Multimedia specialist, Stage manager, Bookseller","Lake Michelleshire, French Southern Territories","https://dalton-contreras.com/serrano--koch-and-green","11-50 employees","https://picsum.photos/200/200","37 job offers"
"Irwin, Martin and Bowen","Lecturer, higher education, Dance movement psychotherapist","Andersonport, Portugal","https://blankenship.com/irwin--martin-and-bowen","5001+ employees","https://placekitten.com/200/200","25 job offers"
"Schroeder-Walton","Editor, commissioning, Teacher, adult education","Sharonberg, Equatorial Guinea","https://cabrera.com/schroeder-walton","5001+ employees","https://picsum.photos/200/200","27 job offers"
"Lloyd-Strickland","Arts administrator","East Amanda, Albania","https://lara.info/lloyd-strickland","1001-5000 employees","https://picsum.photos/200/200","27 job offers"
"Williams Inc","Logistics and distribution manager","Destinyside, Venezuela","https://acosta-howell.biz/williams-inc","501-1000 employees","https://picsum.photos/200/200","9 job offers"
"Weber, Reed and Oneal","Investment analyst, Psychotherapist, dance movement","West Megan, Faroe Islands","https://fischer.com/weber--reed-and-oneal","1-10 employees","https://dummyimage.com/200x200","20 job offers"
"Garza PLC","pre, Architect, Engineer, electrical","Judithtown, Bhutan","https://kennedy.org/garza-plc","501-1000 employees","https://picsum.photos/200/200","38 job offers"
"Mcdaniel Group","Public librarian, Mudlogger, Holiday representative","East Markstad, Lesotho","https://chapman-montoya.net/mcdaniel-group","11-50 employees","https://dummyimage.com/200x200","6 job offers"
"Humphrey and Sons","Location manager","North Margaretton, Gambia","https://mcbride-baker.info/humphrey-and-sons","1001-5000 employees","https://picsum.photos/200/200","10 job offers"
"Griffin Group","Advertising account planner, Engineer, electronics","North Brendaton, Azerbaijan","https://vaughn.com/griffin-group","1001-5000 employees","https://dummyimage.com/200x200","19 job offers"
"Briggs, Smith and Johnson","Public house manager","Lake Michael, Estonia","https://jones-smith.org/briggs--smith-and-johnson","11-50 employees","https://picsum.photos/200/200","9 job offers"
"York and Sons","Sports therapist, Surveyor, quantity, Designer, multimedia","Brookshaven, Hong Kong","https://evans.com/york-and-sons","1001-5000 employees","https://dummyimage.com/200x200","0 job offers"
"Garcia-Allison","Animal technologist","South Cassidy, Thailand","https://macdonald-spencer.com/garcia-allison","501-1000 employees","https://picsum.photos/200/200","40 job offers"
"Beasley-Thomas","Cartographer","Rogersmouth, Algeria","https://williams.biz/beasley-thomas","201-500 employees","https://dummyimage.com/200x200","10 job offers"
"Vasquez, Smith and Nelson","Control and instrumentation engineer, Communications engineer, Medical technical officer","Keithtown, Hong Kong","https://rice.org/vasquez--smith-and-nelson","11-50 employees","https://picsum.photos/200/200","36 job offers"
"Mack-Jackson","Optometrist","Blakeland, Nauru","https://acosta-rice.com/mack-jackson","51-200 employees","https://picsum.photos/200/200","19 job offers"
"Stark-Benjamin","Technical author, Insurance account manager","Rogerstown, Puerto Rico","https://rodriguez-blair.com/stark-benjamin","51-200 employees","https://placekitten.com/200/200","40 job offers"
"Garcia-Smith","Furniture designer, Environmental consultant, Printmaker","Michaelfort, Gambia","https://woods.biz/garcia-smith","1001-5000 employees","https://placekitten.com/200/200","18 job offers"
"Clark-Robles","Training and development officer, Fisheries officer","Dianahaven, Zambia","https://cannon.com/clark-robles","5001+ employees","https://placekitten.com/200/200","32 job offers"
"Russell LLC","Hospital pharmacist, Arts administrator","Port George, Afghanistan","https://jordan.com/russell-llc","5001+ employees","https://picsum.photos/200/200","10 job offers"
"Lopez, Morgan and Cowan","Engineer, materials, Call centre manager","Robertville, Svalbard & Jan Mayen Islands","https://hawkins.net/lopez--morgan-and-cowan","1-10 employees","https://placekitten.com/200/200","1 job offers"
"Hunt-Hall","Technical author, Multimedia programmer, Financial adviser","Ginaborough, Syrian Arab Republic","https://reed-russo.org/hunt-hall","1-10 employees","https://dummyimage.com/200x200","33 job offers"
"Stevens-Petersen","Jewellery designer, English as a second language teacher, Psychologist, prison and probation services","Jamesbury, Guadeloupe","https://stevens.com/stevens-petersen","51-200 employees","https://placekitten.com/200/200","17 job offers"
"Ortega PLC","Nature conservation officer, Osteopath, Airline pilot","Lake Christopher, Mongolia","https://le-martin.com/ortega-plc","501-1000 employees","https://picsum.photos/200/200","26 job offers"
